Join the Admission Mailing List, ,https://admission.haverford.edu/register/form?id=a0656677-603b-4fbf-a71e-b8804f6ac5f5,,,,,,,,,,,
Why Haverford | Haverford College,"Haverford students are defined by intellectual curiosity, a collaborative spirit, and a commitment to improving the world.",https://www.haverford.edu/admission/why-haverford,,,,,,,,,,,
Applying | Admission | Haverford College,We believe that every member of our diverse community has something equally important to contribute in shaping the community.,https://www.haverford.edu/admission/applying-haverford,,,,,,,,,,,
Interest Form, ,https://admission.haverford.edu/register/form?id=221690d8-5c0f-48c2-82dc-3acd4e35ef36,,,,,,,,,,,
Giving,"The generosity of alumni, parents, and friends has shaped Haverford’s history and will profoundly influence its future.",https://www.haverford.edu/giving,,,,,,,,,,,
Haverford College on TikTok,What better day to make our TikTok debut than the pinwheel day at Haverford College!!!! #haverfordcollege #pinwheelday ,https://www.tiktok.com/@haverford.edu/video/7221555386573147438,,,,,,,,,,,
Support Haverford Today,Your gift will help provide the tools for every Haverfordian to continue to thrive.,https://www.haverford.edu/support-haverford-today,,,,,,,,,,,
Three Ways to Give Back to Haverford Before You Leave Campus | Haverblog,"Before you go, there are three things you can do right now to make a difference and give back to the Haverford community.  ",https://haver.blog/2023/05/12/three-ways-to-give-back-to-haverford-before-you-leave-campus/,,,,,,,,,,,
Residence Halls,"Although only first-years, transfer, and exchange students are required to live on campus, most upper-class students choose College housing, with generally fewer than three percent living off campus each year. Air Conditioning The large majority of students will have an air conditioner provided in their rooms for regular usage, units stay in rooms year round. Only a limited number of rooms in Lunt (upperclass housing) and Comfort and Jones (first-year housing) cannot meet electrical requirements and therefore will not have air conditioners.",https://www.haverford.edu/residential-life/residence-halls,,,,,,,,,,,
Haverford College on TikTok,Watch ‘till the end or regret! #haverfordcollege #pinwheelday ,https://www.tiktok.com/@haverford.edu/video/7221726354423811371,,,,,,,,,,,
Alumni Interview Request - Virtual, ,https://admission.haverford.edu/register/form?id=c15c6f6a-bd85-45b4-96cc-98e66e06616d,,,,,,,,,,,
Class of 2023 Senior Week | Haverblog,"Before the end of the semester, the College celebrated the accomplishments and imminent departure of the Class of 2023 during an eventful Senior Week.",https://haver.blog/2023/05/25/class-of-2023-senior-week/,,,,,,,,,,,
Haute Takes Over Haverford | Haverblog,"At the end of April, the first floor of Haverford College’s VCAM building transformed into a runway, as 48 student models walked in the biggest fashion show ...",https://haver.blog/2023/05/11/haute-takes-over-haverford/,,,,,,,,,,,
"Welcome, friend | Haverblog from Haverford College",A running account of life on campus. Haverford is a close-knit intellectual community located on a serene campus just outside Philadelphia.,https://haver.blog/,,,,,,,,,,,
"Congratulations, Haverford Class of 2023! | Haverblog","On Saturday, May 13, friends, families, faculty, staff, and students gathered in Alumni Field House for Haverford’s 185th Commencement.",https://haver.blog/2023/05/16/congratulations-haverford-class-of-2023/,,,,,,,,,,,
Friends of Haverford Athletics Gifts,Support Haverford College Athletics.,https://www.haverford.edu/giving/forms/friends-of-athletics,,,,,,,,,,,
Support Haverford Today,Your gift will help provide the tools for every Haverfordian to continue to thrive.,https://www.haverford.edu/support-haverford-today,,,,,,,,,,,
Support Haverford Today,Your gift will help provide the tools for every Haverfordian to continue to thrive.,https://www.haverford.edu/support-haverford-today,,,,,,,,,,,
Support Haverford Today,Your gift will help provide the tools for every Haverfordian to continue to thrive.,https://www.haverford.edu/support-haverford-today,,,,,,,,,,,
The Density of Intergalactic Dust: An Upper Limit,"By Bruce G. Nickerson and Bruce Partridge, Published on 01/01/71",https://scholarship.haverford.edu/astronomy_facpubs/292,,,,,,,,,,,
Other Ways to Give,"Recurring Gifts Haverford's sustainable giving program is an easy and convenient way to build a significant annual contribution through smaller installments. Select the payment option that's best for you on our secure gift form. Benefits to You: Convenience of manageable installments. Increase the impact of your gift. Greatly reduce the number of solicitations received. Benefits to Haverford: An ongoing, reliable source of funding throughout the fiscal year. Reduced environmental impact with fewer mailings to print. Financial and administrative resources are effectively applied.",https://www.haverford.edu/other-ways-give,,,,,,,,,,,
Support Haverford Today,Your gift will help provide the tools for every Haverfordian to continue to thrive.,https://www.haverford.edu/support-haverford-today,,,,,,,,,,,
Variance Algorithm for Minimization,"By William C. Davidon, Published on 01/01/68",https://scholarship.haverford.edu/mathematics_facpubs/179,,,,,,,,,,,
Single Party Systems and Democratic Institutions in Tropical Africa,"By Harvey Glickman, Published on 01/01/68",https://scholarship.haverford.edu/polisci_facpubs/227,,,,,,,,,,,
The Roots of Crisis in the Congo,"By Harvey Glickman, Published on 01/01/62",https://scholarship.haverford.edu/polisci_facpubs/212,,,,,,,,,,,
Gaussian Basis Sets for Model Anharmonic Oscillator Systems,"By John P. Chesick, Published on 01/01/68",https://scholarship.haverford.edu/chemistry_facpubs/278,,,,,,,,,,,
Are Young Galaxies Visible? II. The Integrated Background,"By Bruce Partridge and P. J. E. Peebles, Published on 01/01/67",https://scholarship.haverford.edu/astronomy_facpubs/286,,,,,,,,,,,
Viewing Public Opinion in Politics: A Common Sense Approach,"What a public is and how it acts arc perennial questions confronting political philosophers, political leaders, and political scientist. Other social scientists have an interest in these questions too. This article considers the functioning of public opinion in a democracy.",https://scholarship.haverford.edu/polisci_facpubs/221,,,,,,,,,,,
Apparent Universal Behavior of Fluctuation-Induced Diamagnetism in Superconductors,"By Jerry P. Gollub, M. R. Beasley, and M. Tinkham, Published on 01/01/70",https://scholarship.haverford.edu/physics_facpubs/247,,,,,,,,,,,
"Precision Measurement of the Frequency Decay of the Crab Nebula Pulsar, NP 0532*","By Paul E. Boynton, E. J. Groth III, Bruce Partridge, et al., Published on 01/01/69",https://scholarship.haverford.edu/astronomy_facpubs/288,,,,,,,,,,,
The Problem of Internal Security in Great Britain,"By H. H. Wilson and Harvey Glickman, Published on 01/01/54",https://scholarship.haverford.edu/polisci_facpubs/204,,,,,,,,,,,
Elementary Particles with the Symmetry of the DeSitter Group,"By William C. Davidon, Published on 01/01/59",https://scholarship.haverford.edu/mathematics_facpubs/194,,,,,,,,,,,
"Specific synthesis and stereochemical assignment of the Diastereomeric 3, 5-O-Benzylidene-1, 2-O-Isopropylidene-A-D-Glucofuranose isomers","By Karin S. Akerfeldt and Paul A. Bartlett, Published on 01/01/86",https://scholarship.haverford.edu/chemistry_facpubs/6,,,,,,,,,,,
Leu-1 B cells are the predominant B cell phenotype in human fetal liver: Morphologic and functional analysis,"By Joseph Harry Antin, Stephen G. Emerson, and Kenneth A. Ault, Published on 01/01/86",https://scholarship.haverford.edu/biology_facpubs/29,,,,,,,,,,,
Le roman colonial allemand entre les deux Guerres Mondiales,"By Koffi Anyinefa, Published on 01/01/86",https://scholarship.haverford.edu/french_facpubs/44,,,,,,,,,,,
Review of Robert Bernasconi's The Question of Language in Heidegger’s History of Being,"By Kathleen Wright, Published on 01/01/87",https://scholarship.haverford.edu/philosophy_facpubs/200,,,,,,,,,,,
Alexander Hill Everett,"By Christina Zwarg, Published on 01/01/87",https://scholarship.haverford.edu/english_facpubs/109,,,,,,,,,,,
"Emerson's ""Scene"" Before the Women: The Feminist Poetics of Paraphernalia","By Christina Zwarg, Published on 01/01/87",https://scholarship.haverford.edu/english_facpubs/125,,,,,,,,,,,
Convection Patterns: Time Evolution of the Wave-Vector Field,"By M. S. Heutmaker, P. N. Fraenkel, and Jerry P. Gollub, Published on 01/01/85",https://scholarship.haverford.edu/physics_facpubs/261,,,,,,,,,,,
The Atacama Cosmology Telescope: delensed power spectra and parameters,"By Dongwon Han, Neelima Sehgal, Amanda MacInnis, et al., Published on 01/01/21",https://scholarship.haverford.edu/astronomy_facpubs/631,,,,,,,,,,,
The Simons Observatory: modeling optical systematics in the Large Aperture Telescope,"By Jon E. Gudmundsson, Patricio A. Puddu, Simon R. Dicker, et al., Published on 01/01/21",https://scholarship.haverford.edu/astronomy_facpubs/630,,,,,,,,,,,
The mass and galaxy distribution around SZ-selected clusters,"By Tae-hyeon Shin, Bhuvnesh Jain, Susmita Adhikari, et al., Published on 01/01/21",https://scholarship.haverford.edu/astronomy_facpubs/668,,,,,,,,,,,
The mass and galaxy distribution around SZ-selected clusters,"By Taehyeon Shin, Bhuvnesh Jain, Susmita Adhikari, et al., Published on 01/01/21",https://scholarship.haverford.edu/astronomy_facpubs/688,,,,,,,,,,,
Kiloparsec-scale AGN outflows and feedback in merger-free galaxies,"By Rebecca J. Smethurst, Brooke D. Simmons, Alison Coil, et al., Published on 01/01/21",https://scholarship.haverford.edu/astronomy_facpubs/669,,,,,,,,,,,
The Atacama Cosmology Telescope: a measurement of the Cosmic Microwave Background power spectra at 98 and 150 GHz,"By Steven K. Choi, Matthew Hasselfield, Shuay-Pwu Patty Ho, et al., Published on 01/01/20",https://scholarship.haverford.edu/astronomy_facpubs/625,,,,,,,,,,,
Are the Milky Way and Andromeda unusual? A comparison with Milky Way and Andromeda analogues,"By Nicholas Boardman, Gail Zasowski, Jeffrey A. Newman, et al., Published on 01/01/20",https://scholarship.haverford.edu/astronomy_facpubs/619,,,,,,,,,,,
Galaxy zoo: stronger bars facilitate quenching in star-forming galaxies,"By Tobias Geron, Rebecca J. Smethurst, Chris Lintott, et al., Published on 01/01/21",https://scholarship.haverford.edu/astronomy_facpubs/670,,,,,,,,,,,
Services,Our commitment to you doesn't end at commencement!,https://www.haverford.edu/alumni/services,,,,,,,,,,,
Planck intermediate results: LV. Reliability and thermal properties of high-frequency sources in the Second Planck Catalogue of Compact Sources,"By Yashar Akrami, Mark Ashdown, Jonathan Aumont, et al., Published on 01/01/20",https://scholarship.haverford.edu/astronomy_facpubs/622,,,,,,,,,,,
Planck intermediate results: LVII. Joint Planck LFI and HFI data processing,"By Yashar Akrami, Kristian J. Andersen, Mark Ashdown, et al., Published on 01/01/20",https://scholarship.haverford.edu/astronomy_facpubs/620,,,,,,,,,,,
Stay Connected,There is no shortage of ways to connect with alumni and with the College!,https://www.haverford.edu/alumni/stay-connected,,,,,,,,,,,
SDSS-IV MaNGA: stellar population gradients within barred galaxies,"By Amelia Fraser-McKelvie, Michael R. Merrifield, Alfonso Aragon-Salamanca, et al., Published on 01/01/19",https://scholarship.haverford.edu/astronomy_facpubs/604,,,,,,,,,,,
Properties of barred galaxies in the MaNGA galaxy survey,"By Amelia Fraser-McKelvie, Michael Merrifield, Alfonso Aragon-Salamanca, et al., Published on 01/01/19",https://scholarship.haverford.edu/astronomy_facpubs/648,,,,,,,,,,,
The Atacama Cosmology Telescope: two-season ACTPol extragalactic point sources and their polarization properties,"By Rahul Datta, Simone Aiola, Steke K. Choi, et al., Published on 01/01/19",https://scholarship.haverford.edu/astronomy_facpubs/601,,,,,,,,,,,
"Measurement of the splashback feature around SZ-selected Galaxy clusters with DES, SPT, and ACT","By Bruce Partridge, Published on 01/01/19",https://scholarship.haverford.edu/astronomy_facpubs/599,,,,,,,,,,,
Algorithm Ethics: Interrogating Incentives in the Age of Uber,"By Craig Borowiak, Published on 01/01/21",https://scholarship.haverford.edu/polisci_facpubs/321,,,,,,,,,,,
Justice for People on the Move: Migration in Challenging Times [book review],"By Paulina Ochoa Espejo, Published on 01/01/21",https://scholarship.haverford.edu/polisci_facpubs/313,,,,,,,,,,,
Why Do Armed Nonstate Groups Use Foreign Volunteers? The Case of the Islamic State,"By Barak Mendelsohn, Published on 01/01/20",https://scholarship.haverford.edu/polisci_facpubs/307,,,,,,,,,,,
The Social Context of Charter Schools,"By Zachary W. Oberfield, Published on 01/01/20",https://scholarship.haverford.edu/polisci_facpubs/294,,,,,,,,,,,
Parent Engagement and Satisfaction in Public Charter and District Schools,"By Zachary Oberfield, Published on 01/01/20",https://scholarship.haverford.edu/polisci_facpubs/312,,,,,,,,,,,
What Money Can’t Buy: Face-to-Face Cooperation and Local Democratic Life,"By Paulina Ochoa Espejo, Published on 01/01/18",https://scholarship.haverford.edu/polisci_facpubs/319,,,,,,,,,,,
Tear gas and intimidation won’t fix the root causes of migration,"By Anita J. Isaacs and Anne Preston, Published on 11/26/18",https://scholarship.haverford.edu/polisci_facpubs/287,,,,,,,,,,,
"Motivation, Change, and Stability: Findings from an Urban Police Department","By Zachary W. Oberfield, Published on 01/01/14",https://scholarship.haverford.edu/polisci_facpubs/159,,,,,,,,,,,
"From the outside in: suburban elites, third-sector organizations, and the reshaping of Philadelphia","By Stephen J. McGovern, Published on 01/01/16",https://scholarship.haverford.edu/polisci_facpubs/270,,,,,,,,,,,
Becoming Bureaucrats: Socialization at the Front Lines of Government Service.es,"By Zachary W. Oberfield, Published on 01/01/14",https://scholarship.haverford.edu/polisci_facpubs/195,,,,,,,,,,,
Passive transport in steady Rayleigh-Benard convection,"By T. H. Solomon and Jerry P. Gollub, Published on 01/01/88",https://scholarship.haverford.edu/physics_facpubs/66,,,,,,,,,,,
Public Management in Time: A Longitudinal Examination of the Full Range of Leadership Theory,"By Zachary W. Oberfield, Published on 04/01/14",https://scholarship.haverford.edu/polisci_facpubs/166,,,,,,,,,,,
"Agnes Heller: Philosophy, Rational Utopia and Praxis","By Richard J. Bernstein, Published on 01/01/87",https://scholarship.haverford.edu/philosophy_facpubs/14,,,,,,,,,,,
"Bortom Objektivism och Relativism: Vetenskap, Hermeneutik och Praxis","Swedish Translation of ""Beyond Objectivism and Relativism: Science, Hermeneutics, and Praxis""",https://scholarship.haverford.edu/philosophy_facpubs/2,,,,,,,,,,,
Controlling the Dialectical Deacon: The Critique of Historicism in Invisible Man ,"By Kimberly W. Benston, Published on 01/01/87",https://scholarship.haverford.edu/english_facpubs/22,,,,,,,,,,,
Speaking for You: the Vision of Ralph Ellison,"By Kimberly W. Benston, Published on 01/01/87",https://scholarship.haverford.edu/english_facpubs/7,,,,,,,,,,,
Heidegger on Humanism,"By Richard J. Bernstein, Robert S. Corrington, Carl Hausman, et al., Published on 01/01/87",https://scholarship.haverford.edu/philosophy_facpubs/11,,,,,,,,,,,
{{metaInformation.socialSharingTitle() || pageTitle.title() || 'Welcome'}},{{metaInformation.socialSharingText()}},https://connect.haverford.edu/hub/haverford/post/alumni-journal-access,,,,,,,,,,,
Photometry and Spectroscopy of an O-type variable HD167971,"By C. Leitherer, Duncan A. Forbes, A. C. Gilmore, et al., Published on 01/01/87",https://scholarship.haverford.edu/astronomy_facpubs/396,,,,,,,,,,,
HD167971 - a new O type Binary,"By C. Leitherer, Duncan A. Forbes, A. C. Gilmore, et al., Published on 01/01/86",https://scholarship.haverford.edu/astronomy_facpubs/397,,,,,,,,,,,
A Search for Isolated Microwave Pulses from the Perseus Cluster of Galaxies,"By T. Delaney, G. A. Baird, H. Smith, et al., Published on 01/01/74",https://scholarship.haverford.edu/astronomy_facpubs/296,,,,,,,,,,,
Fine-Scale Anisotropy of the Microwave Background: An Upper Limit at lambda=3.5 Millimeters,"By Paul E. Boynton and Bruce Partridge, Published on 01/01/73",https://scholarship.haverford.edu/astronomy_facpubs/295,,,,,,,,,,,
A Search for Primeval Galaxies at High Redshifts,"By Bruce Partridge, Published on 01/01/74",https://scholarship.haverford.edu/astronomy_facpubs/297,,,,,,,,,,,
International assistance for democracy: a cautionary tale,"By Anita J. Isaacs and Jorge Dominguez, Published on 01/01/00",https://scholarship.haverford.edu/polisci_facpubs/36,,,,,,,,,,,
Can Collapsed Stars Close the Universe?,"By John R. Thorstensen '74 and Bruce Partridge, Published on 01/01/75",https://scholarship.haverford.edu/astronomy_facpubs/298,,,,,,,,,,,
The World Bank and Non-Governmental Organizations: The Limits of Development [book review],"By Anita J. Isaacs, Published on 04/01/97",https://scholarship.haverford.edu/polisci_facpubs/180,,,,,,,,,,,
Islamism in Sudan's civil war,"By Harvey Glickman, Published on 01/01/00",https://scholarship.haverford.edu/polisci_facpubs/28,,,,,,,,,,,
Maghreb,"By Robert A. Mortimer, Published on 01/01/01",https://scholarship.haverford.edu/polisci_facpubs/101,,,,,,,,,,,
"Cultural Hegemony as an Impediment to Urban Protest Movements: Grassroots Activism and Downtown Development in Washington, DC","By Stephen J. McGovern, Published on 01/01/97",https://scholarship.haverford.edu/polisci_facpubs/61,,,,,,,,,,,
Algeria,"By Robert A. Mortimer, Published on 01/01/01",https://scholarship.haverford.edu/polisci_facpubs/162,,,,,,,,,,,
The Anthropology of Anger: Civil Society and Democracy in Africa [book review],Review of The Anthropology of Anger: Civil Society and Democracy in Africa by Celestin Monga.,https://scholarship.haverford.edu/polisci_facpubs/144,,,,,,,,,,,
Tanzania: from disillusionment to guarded optimism,"By Harvey Glickman, Published on 01/01/97",https://scholarship.haverford.edu/polisci_facpubs/29,,,,,,,,,,,
Political Culture as a Catalyst for Political Change in American Cities: An Analysis of Competing Models,"By Stephen J. McGovern, Published on 01/01/97",https://scholarship.haverford.edu/polisci_facpubs/62,,,,,,,,,,,
Algeria: the Dialectic of Elections and Violence,"By Robert A. Mortimer, Published on 01/01/97",https://scholarship.haverford.edu/polisci_facpubs/106,,,,,,,,,,,
"Resolving identity-based conflict in nations, organizations, and communities","By Jay Rothman, Published on 01/01/97",https://scholarship.haverford.edu/polisci_facpubs/130,,,,,,,,,,,
Theories of Dependent Foreign Policy and the Case of Ecuador in the 1980s [book review],Review of Theories of Dependent Foreign Policy and the Case of Ecuador in the 1980s by Jeanne AK Hey.,https://scholarship.haverford.edu/polisci_facpubs/48,,,,,,,,,,,
"Review of Rolf Gunter Renner's Die postmoderne Konstellation. Theorie, Text und Kunst im  Ausgang der Moderne","By Ulrich Schonherr, Published on 01/01/91",https://scholarship.haverford.edu/german_facpubs/44,,,,,,,,,,,
The View from the Adaptive Landscape,"By Jonathan I. Schull, Published on 01/01/91",https://scholarship.haverford.edu/psychology_facpubs/151,,,,,,,,,,,
In vitro myelopoiesis stimulated by rapid medium exchange and supplementation with hematopoietic growth factors,"By Richard M. Schwartz, Stephen G. Emerson, Michael F. Clarke, et al., Published on 01/01/91",https://scholarship.haverford.edu/biology_facpubs/53,,,,,,,,,,,
Algerian Foreign Policy in Transition,"By Robert A. Mortimer, Published on 01/01/92",https://scholarship.haverford.edu/polisci_facpubs/91,,,,,,,,,,,
Rapid medium and serum exchange increases the longevity and productivity of human bone marrow cultures,"By Richard M. Schwartz, Barnhard O. Palsson, and Stephen G. Emerson, Published on 01/01/91",https://scholarship.haverford.edu/biology_facpubs/50,,,,,,,,,,,
Marginalia on Mahler,"By Ulrich Schonherr and David Pan, Published on 01/01/91",https://scholarship.haverford.edu/german_facpubs/37,,,,,,,,,,,
Quantum Magnetoresistance Fluctuations in an Amorphous Metal,"By Walter Fox Smith, T. S. Tighe, G. C. Spalding, et al., Published on 01/01/91",https://scholarship.haverford.edu/physics_facpubs/217,,,,,,,,,,,
CCD observations of diffuse light in the rich cluster A2029,"By Stephen P. Boughn, J. R. Kuhn, and J. M. Uson, Published on 01/01/90",https://scholarship.haverford.edu/astronomy_facpubs/1,,,,,,,,,,,
"Sound, Spirit, and Gender in Surat al-Qadr","By Michael Anthony Sells, Published on 01/01/91",https://scholarship.haverford.edu/religion_facpubs/135,,,,,,,,,,,
"The Transformation of American Quakerism: Orthodox Friends, 1800-1900","By Edwin B. Bronner, Published on 01/01/90",https://scholarship.haverford.edu/history_facpubs/8,,,,,,,,,,,
The Regulation of Hematopoiesis in the Fetal Liver,"By Stephen G. Emerson, Published on 01/01/90",https://scholarship.haverford.edu/biology_facpubs/46,,,,,,,,,,,
Group Exhibition,"By John Goodrich, Published on 01/01/90",https://scholarship.haverford.edu/finearts_facpubs/359,,,,,,,,,,,
Oscillatory Doubly Diffusive Convection in a Finite Container,"Oscillatory doubly diffusive convection in a large aspect ratio Hele-Shaw cell is considered. The partial differential equations are reduced via center-unstable manifold reduction to the normal form equations describing the interaction of even and odd parity standing waves near onset. These equations take the form of the equations for a Hopf bifurcation with approximate D4 symmetry, verifying the conclusions of the preceding paper [A.S. Landsberg and E. Knobloch, Phys. Rev. E53, 3579 (1996)]. In particular, the amplitude equations differ in the limit of large aspect ratios from the usual Ginzburg-Landau description in having additional nonlinear terms with O(1) coefficients. Numerical simulations of the amplitude equations for experimental parameter values are presented and compared with the results of recent experiments by Predtechensky et al. [Phys. Rev. Lett. 72, 218 (1994); Phys. Fluids 6, 3923 (1994)].",https://scholarship.haverford.edu/physics_facpubs/551,,,,,,,,,,,
Utilization of fixed capital and Soviet industrial growth,"By Vladimir Kontorovich, Published on 01/01/90",https://scholarship.haverford.edu/economics_facpubs/84,,,,,,,,,,,
Long-run decline in Soviet R&D productivity,"By Vladimir Kontorovich, Published on 01/01/90",https://scholarship.haverford.edu/economics_facpubs/64,,,,,,,,,,,
Lope de Aguirre: Historia y literatura,"By Graciela Michelotti-Cristobal, Published on 01/01/90",https://scholarship.haverford.edu/spanish_facpubs/41,,,,,,,,,,,
Near-Infrared Spectroscopic Analyses of Poly(ether urethane urea) Block Copolymers. Part I: Bulk Composition,"By Charles E. Miller, Peter D. Edelman, and Buddy D. Ratner, Published on 01/01/90",https://scholarship.haverford.edu/chemistry_facpubs/284,,,,,,,,,,,
Determination of Crystallinity and Morphology of Fibrous and Bulk Poly(ethylene terephthalate) by Near-Infrared Diffuse Reflectance Spectroscopy,"By Charles E. Miller and B. E. Eichinger, Published on 01/01/90",https://scholarship.haverford.edu/chemistry_facpubs/287,,,,,,,,,,,
Antigenic requirements for stimulation and target cell recognition by immune and non-immune cytotoxic T lymphocytes,"By Judith A. Owen, K. T. Grahl, A. Zador, et al., Published on 01/01/90",https://scholarship.haverford.edu/biology_facpubs/369,,,,,,,,,,,
"Chemistry of alpha-Aminontriles. Aldomerisation of Glycolaldehyde Phosphate to Racemic Hexose-2,4,6-Triphosphates and (in the Presence of Formaldehyde) Racemic pentose-2,4-Diphosphates: rac-Allose-2,4,6-Triphosphate and rac-Ribose-2,4-Diphosphate Are the Main Reaction Products","By Daniel Mueller, Stefan Pitsch, Atsushi Wagner, et al., Published on 01/01/90",https://scholarship.haverford.edu/chemistry_facpubs/267,,,,,,,,,,,
The Kinetics of HIV Replication Predict Multiple Expression Rates,"By Barnhard O. Palsson, T. Keasling, and Stephen G. Emerson, Published on 01/01/90",https://scholarship.haverford.edu/biology_facpubs/43,,,,,,,,,,,
"Resonance Raman spectra of the lowest triplet state of zinc(II) tetraphenylporphyrin-D0,-D8, and -D20","By H. Nam, Valerie A. Walters, Julio C. de Paula, et al., Published on 01/01/90",https://scholarship.haverford.edu/chemistry_facpubs/57,,,,,,,,,,,
"9,9-Dichlorofluorene","By Terry L. Newirth, Published on 01/01/90",https://scholarship.haverford.edu/chemistry_facpubs/121,,,,,,,,,,,
Multiple sites of action of volatile anesthetics in Caenorhabditis elegans,"By P. G. Morgan, M. M. Sedensky, and Philip M. Meneely, Published on 01/01/90",https://scholarship.haverford.edu/biology_facpubs/273,,,,,,,,,,,
Anistropy in the bc Plane of the Organic Superconductor k-(BEDT-TTF)2Cu(NCS)2 Revealed by Scanning Tunneling Microscopy and Atomic Force Microscopy,"By S. Yoon, Walter Fox Smith, M. Yoo, et al., Published on 01/01/93",https://scholarship.haverford.edu/physics_facpubs/221,,,,,,,,,,,
Critical and finite-size behavior of the Heisenberg model with face-centered-cubic anisotropy,"By Lyle D. Roelofs and C. Jackson, Published on 01/01/93",https://scholarship.haverford.edu/physics_facpubs/187,,,,,,,,,,,
"High-Velocity Formaldehyde Absorption Within 30"" of the Galactic Nucleus","By T. Pauls, K. J. Johnston, T. L. Wilson, et al., Published on 01/01/93",https://scholarship.haverford.edu/physics_facpubs/567,,,,,,,,,,,
Mo(001) seventh-order reconstruction: ground-state structure and reconstruction mechanism,"By Lyle D. Roelofs and S. M. Foiles, Published on 01/01/93",https://scholarship.haverford.edu/physics_facpubs/191,,,,,,,,,,,
Onset of spatially chaotic waves on flowing films,"By Jun Liu and Jerry P. Gollub, Published on 01/01/93",https://scholarship.haverford.edu/physics_facpubs/52,,,,,,,,,,,
Subparsec-Scale Radio Structure in NGC 1275--Complex Structure in the Vicinity of the Central Engine,"By T. Venturi, A. C. S. Readhead, and Jonathan Marr, Published on 01/01/93",https://scholarship.haverford.edu/physics_facpubs/577,,,,,,,,,,,
"Surface expression of a T cell receptor beta (TCR-beta) chain in the absence of TCR-alpha, -delta, and -gamma proteins","By Jennifer Punt, Rachel T. Kubo, Takashi Saito, et al., Published on 01/01/91",https://scholarship.haverford.edu/biology_facpubs/399,,,,,,,,,,,
"Studies of pain, stress, and immunity","By Jeffrey S. Mogil, Wendy Faith Sternberg, and J. C. Liebeskind, Published on 01/01/93",https://scholarship.haverford.edu/psychology_facpubs/157,,,,,,,,,,,
Spatiotemporal dynamics due to stick-slip friction in an elastic membrane system,"By D. P. Vallette and Jerry P. Gollub, Published on 01/01/93",https://scholarship.haverford.edu/physics_facpubs/28,,,,,,,,,,,
Bernard Malamud,"By John Ashmead, Published on 01/01/91",https://scholarship.haverford.edu/english_facpubs/2,,,,,,,,,,,
Cell Lineage Analysis in Caenorhabditis elegans Development,"By Kaye Edwards, Published on 01/01/91",https://scholarship.haverford.edu/independent_facpubs/27,,,,,,,,,,,
Solo Show,"By John Goodrich, Published on 01/01/91",https://scholarship.haverford.edu/finearts_facpubs/308,,,,,,,,,,,
Introducing undergraduates to manuscript research,"By Margaret Schaus, J. Spielman, and Susan Mosher Stuard, Published on 01/01/91",https://scholarship.haverford.edu/history_facpubs/203,,,,,,,,,,,
Hedging with commodity-linked bonds under price risk and capital constraints,"By Richard J. Ball and R. J. Myers, Published on 01/01/91",https://scholarship.haverford.edu/economics_facpubs/1,,,,,,,,,,,
Tres tristes tigres/La guaracha del Macho Camacho o el lenguaje como protagonista,"By Graciela Michelotti-Cristobal, Published on 01/01/89",https://scholarship.haverford.edu/spanish_facpubs/43,,,,,,,,,,,
